BasinID,Year,Month,Rainfed croplands,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%),Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) ,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m),Closed (>40%) broadleaved deciduous forest (>5m),Open (15-40%) broadleaved deciduous forest/woodland (>5m),Open (15-40%) needleleaved deciduous or evergreen forest (>5m),Mosaic forest or shrubland (50-70%) / grassland (20-50%),Mosaic grassland (50-70%) / forest or shrubland (20-50%) ,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)","Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)",Sparse (<15%) vegetation,"Closed to open (>15%) grassland or woody vegetation on regularly flooded or waterlogged soil - Fresh, brackish or saline water",Bare areas,Water bodies
1,2000,1,0,0,3.28,0,3.374,3.159,0,2.962,0,3.07,2.246,2.429,0,0,1.97
1,2000,2,0,0,2.588,0,2.583,2.696,0,2.476,0,2.628,2.181,2.314,0,0,1.692
1,2000,3,0,0,2.863,0,2.936,2.827,0,2.506,0,2.792,2.316,2.235,0,0,1.765
1,2000,4,0,0,2.938,0,2.963,2.739,0,2.609,0,2.664,2.134,2.169,0,0,1.722
1,2000,5,0,0,1.992,0,2.079,1.9,0,1.806,0,1.866,1.542,1.554,0,0,1.341
1,2000,6,0,0,1.423,0,1.544,1.342,0,1.374,0,1.334,1.143,1.161,0,0,1.03
1,2000,7,0,0,1.042,0,1.168,0.993,0,0.984,0,0.995,0.853,0.879,0,0,0.811
1,2000,8,0,0,0.898,0,1.006,0.846,0,0.84,0,0.868,0.751,0.765,0,0,0.728
1,2000,9,0,0,0.77,0,0.839,0.738,0,0.844,0,0.754,0.714,0.779,0,0,0.722
1,2000,10,0,0,0.855,0,1.005,0.854,0,0.962,0,0.878,0.813,0.907,0,0,0.827
1,2000,11,0,0,1.492,0,1.764,1.482,0,1.704,0,1.459,1.134,1.476,0,0,1.196
1,2000,12,0,0,2.858,0,2.896,3.088,0,3.21,0,2.971,2.292,2.657,0,0,1.974
1,2001,1,0,0,3.404,0,3.385,3.443,0,2.915,0,3.302,2.355,2.386,0,0,1.939
1,2001,2,0,0,3.186,0,3.211,3.347,0,2.722,0,3.261,2.446,2.215,0,0,1.751
1,2001,3,0,0,2.782,0,2.971,2.951,0,2.457,0,2.881,2.249,2.092,0,0,1.658
1,2001,4,0,0,2.678,0,2.85,2.568,0,2.29,0,2.554,1.918,1.865,0,0,1.489
1,2001,5,0,0,1.822,0,1.932,1.687,0,1.626,0,1.672,1.324,1.365,0,0,1.107
1,2001,6,0,0,1.291,0,1.376,1.146,0,1.141,0,1.147,0.933,1.001,0,0,0.835
1,2001,7,0,0,0.993,0,1.114,0.928,0,0.9,0,0.94,0.766,0.788,0,0,0.678
1,2001,8,0,0,0.825,0,0.928,0.746,0,0.799,0,0.766,0.66,0.707,0,0,0.629
1,2001,9,0,0,0.776,0,0.914,0.735,0,0.847,0,0.762,0.682,0.761,0,0,0.682
1,2001,10,0,0,0.953,0,1.139,0.916,0,0.973,0,0.921,0.786,0.889,0,0,0.776
1,2001,11,0,0,1.202,0,1.516,1.167,0,1.146,0,1.197,0.953,1.05,0,0,0.916
1,2001,12,0,0,2.159,0,2.398,2.092,0,2.141,0,1.997,1.6,1.85,0,0,1.584
1,2002,1,0,0,2.646,0,2.805,2.486,0,2.863,0,2.408,1.925,2.215,0,0,1.858
1,2002,2,0,0,2.758,0,2.949,2.874,0,2.672,0,2.779,2.005,2.282,0,0,1.816
1,2002,3,0,0,2.68,0,2.914,2.679,0,2.622,0,2.623,2.081,2.433,0,0,1.901
1,2002,4,0,0,2.152,0,2.372,2.19,0,2.202,0,2.166,1.775,2.037,0,0,1.697
1,2002,5,0,0,1.308,0,1.466,1.289,0,1.396,0,1.304,1.131,1.301,0,0,1.108
1,2002,6,0,0,0.986,0,1.117,0.929,0,1.038,0,0.967,0.859,0.953,0,0,0.834
1,2002,7,0,0,0.729,0,0.829,0.676,0,0.759,0,0.711,0.661,0.708,0,0,0.643
1,2002,8,0,0,0.699,0,0.756,0.649,0,0.729,0,0.672,0.658,0.692,0,0,0.625
1,2002,9,0,0,0.667,0,0.746,0.684,0,0.785,0,0.701,0.693,0.735,0,0,0.647
1,2002,10,0,0,0.792,0,0.896,0.786,0,0.841,0,0.806,0.728,0.785,0,0,0.686
1,2002,11,0,0,1.185,0,1.442,1.143,0,1.074,0,1.231,0.985,1.01,0,0,0.86
1,2002,12,0,0,1.924,0,2.274,1.881,0,1.809,0,1.926,1.578,1.579,0,0,1.461
1,2003,1,0,0,3.497,0,3.643,3.32,0,3.304,0,3.254,2.475,2.789,0,0,2.139
1,2003,2,0,0,2.819,0,2.823,2.833,0,2.524,0,2.766,2.141,2.287,0,0,1.775
1,2003,3,0,0,2.778,0,2.932,2.986,0,2.753,0,2.931,2.398,2.3,0,0,1.935
1,2003,4,0,0,2.817,0,3.117,2.834,0,2.449,0,2.793,2.12,2.111,0,0,1.682
1,2003,5,0,0,1.926,0,2.126,1.887,0,1.662,0,1.868,1.429,1.474,0,0,1.207
1,2003,6,0,0,1.423,0,1.549,1.327,0,1.185,0,1.322,1.058,1.115,0,0,0.912
1,2003,7,0,0,1.089,0,1.205,1.015,0,0.954,0,1.033,0.857,0.9,0,0,0.766
1,2003,8,0,0,0.823,0,0.93,0.739,0,0.769,0,0.774,0.683,0.703,0,0,0.645
1,2003,9,0,0,0.772,0,0.807,0.691,0,0.828,0,0.715,0.687,0.792,0,0,0.716
1,2003,10,0,0,0.803,0,0.855,0.757,0,0.878,0,0.762,0.774,0.859,0,0,0.761
1,2003,11,0,0,1.018,0,1.168,0.953,0,1.096,0,0.992,0.903,1.038,0,0,0.863
1,2003,12,0,0,1.502,0,1.716,1.583,0,1.5,0,1.633,1.336,1.399,0,0,1.28
1,2004,1,0,0,2.958,0,3.139,2.792,0,2.649,0,2.704,1.981,2.214,0,0,1.81
1,2004,2,0,0,3.299,0,3.522,3.157,0,2.806,0,3.071,2.293,2.415,0,0,2.062
1,2004,3,0,0,3.275,0,3.612,3.304,0,2.804,0,3.288,2.453,2.407,0,0,2.019
1,2004,4,0,0,2.74,0,2.946,2.677,0,2.453,0,2.618,2.046,2.049,0,0,1.696
1,2004,5,0,0,2.049,0,2.178,1.923,0,1.873,0,1.876,1.507,1.606,0,0,1.341
1,2004,6,0,0,1.545,0,1.666,1.437,0,1.36,0,1.418,1.161,1.219,0,0,1.024
1,2004,7,0,0,1.122,0,1.244,1.043,0,0.997,0,1.045,0.865,0.896,0,0,0.79
1,2004,8,0,0,0.896,0,0.988,0.766,0,0.854,0,0.797,0.753,0.811,0,0,0.721
1,2004,9,0,0,0.791,0,0.871,0.721,0,0.831,0,0.74,0.737,0.796,0,0,0.722
1,2004,10,0,0,0.818,0,0.973,0.822,0,0.921,0,0.843,0.751,0.86,0,0,0.741
1,2004,11,0,0,1.412,0,1.649,1.388,0,1.449,0,1.417,1.161,1.272,0,0,1.176
1,2004,12,0,0,2.481,0,2.795,2.633,0,2.316,0,2.613,1.868,2.117,0,0,1.804
1,2005,1,0,0,2.996,0,3.11,2.724,0,2.528,0,2.695,2.026,2.306,0,0,1.866
1,2005,2,0,0,2.909,0,3.223,2.743,0,2.34,0,2.742,1.963,2.008,0,0,1.738
1,2005,3,0,0,2.435,0,2.684,2.293,0,2.197,0,2.251,1.791,1.951,0,0,1.67
1,2005,4,0,0,1.602,0,1.795,1.41,0,1.469,0,1.404,1.193,1.35,0,0,1.167
1,2005,5,0,0,1.082,0,1.243,0.961,0,1.021,0,0.986,0.869,0.943,0,0,0.847
1,2005,6,0,0,0.877,0,0.981,0.761,0,0.825,0,0.801,0.711,0.726,0,0,0.689
1,2005,7,0,0,0.733,0,0.822,0.673,0,0.709,0,0.705,0.652,0.657,0,0,0.615
1,2005,8,0,0,0.661,0,0.725,0.626,0,0.679,0,0.654,0.629,0.642,0,0,0.585
1,2005,9,0,0,0.613,0,0.676,0.609,0,0.674,0,0.636,0.616,0.642,0,0,0.573
1,2005,10,0,0,0.701,0,0.825,0.689,0,0.733,0,0.737,0.636,0.672,0,0,0.593
1,2005,11,0,0,1.1,0,1.333,0.947,0,1.097,0,1.023,0.833,0.951,0,0,0.813
1,2005,12,0,0,1.972,0,2.211,1.528,0,1.881,0,1.526,1.295,1.539,0,0,1.32
1,2006,1,0,0,2.726,0,2.654,2.488,0,3.001,0,2.326,2.138,2.631,0,0,2.167
1,2006,2,0,0,3.179,0,3.276,3.082,0,3.321,0,2.921,2.466,2.835,0,0,2.239
1,2006,3,0,0,3.009,0,3.345,3.156,0,2.751,0,3.066,2.276,2.34,0,0,1.851
1,2006,4,0,0,2.782,0,3.071,2.795,0,2.441,0,2.724,2.041,2.159,0,0,1.654
1,2006,5,0,0,1.804,0,1.979,1.745,0,1.609,0,1.714,1.342,1.454,0,0,1.203
1,2006,6,0,0,1.325,0,1.442,1.261,0,1.21,0,1.246,1.006,1.093,0,0,0.932
1,2006,7,0,0,1.012,0,1.114,0.951,0,0.993,0,0.951,0.812,0.903,0,0,0.79
1,2006,8,0,0,0.798,0,0.88,0.731,0,0.81,0,0.747,0.694,0.796,0,0,0.684
1,2006,9,0,0,0.697,0,0.764,0.665,0,0.797,0,0.683,0.678,0.744,0,0,0.692
1,2006,10,0,0,0.746,0,0.807,0.77,0,0.857,0,0.778,0.759,0.813,0,0,0.735
1,2006,11,0,0,1.115,0,1.226,1.071,0,1.232,0,1.085,1.051,1.15,0,0,1.037
1,2006,12,0,0,1.762,0,1.951,1.983,0,1.918,0,1.95,1.596,1.774,0,0,1.532
2,2000,1,0,0,2.723,0,3.044,2.802,0,2.247,1.725,2.867,2.254,2.008,0,0,1.88
2,2000,2,0,0,2.673,0,2.542,2.597,0,1.959,1.625,2.509,2.061,1.875,0,0,1.787
2,2000,3,0,0,2.697,0,2.855,2.831,0,2.234,1.85,2.688,2.376,2.188,0,0,2.026
2,2000,4,0,0,2.428,0,2.866,2.514,0,2.097,1.575,2.546,2.101,1.987,0,0,1.824
2,2000,5,0,0,1.755,0,2.067,1.736,0,1.525,1.033,1.778,1.501,1.43,0,0,1.377
2,2000,6,0,0,1.33,0,1.586,1.3,0,1.206,0.8,1.355,1.104,1.056,0,0,1.041
2,2000,7,0,0,1.037,0,1.255,0.992,0,0.913,0.625,1.053,0.842,0.783,0,0,0.827
2,2000,8,0,0,0.808,0,1.125,0.839,0,0.731,0.675,0.906,0.685,0.683,0,0,0.733
2,2000,9,0,0,0.7,0,0.941,0.753,0,0.834,0.75,0.791,0.736,0.737,0,0,0.795
2,2000,10,0,0,0.814,0,1.061,0.82,0,0.978,0.9,0.898,0.874,0.874,0,0,0.899
2,2000,11,0,0,1.427,0,1.761,1.408,0,1.371,1.533,1.561,1.287,1.267,0,0,1.252
2,2000,12,0,0,2.703,0,2.9,2.862,0,2.484,2.175,2.83,2.394,2.167,0,0,2.114
2,2001,1,0,0,3.034,0,3.169,3.165,0,2.481,1.9,3.242,2.53,2.124,0,0,2.092
2,2001,2,0,0,2.966,0,3.23,3.218,0,2.203,2.1,3.117,2.348,2.117,0,0,2.034
2,2001,3,0,0,2.578,0,2.661,2.698,0,1.881,1.9,2.641,2.036,1.901,0,0,1.809
2,2001,4,0,0,2.239,0,2.723,2.351,0,1.704,1.3,2.392,1.784,1.621,0,0,1.584
2,2001,5,0,0,1.59,0,1.908,1.609,0,1.281,0.875,1.647,1.293,1.232,0,0,1.169
2,2001,6,0,0,1.198,0,1.418,1.159,0,0.897,0.625,1.214,0.892,0.851,0,0,0.802
2,2001,7,0,0,0.982,0,1.179,0.951,0,0.775,0.525,0.997,0.742,0.693,0,0,0.684
2,2001,8,0,0,0.823,0,1.017,0.807,0,0.772,0.5,0.864,0.672,0.633,0,0,0.626
2,2001,9,0,0,0.654,0,0.971,0.729,0,0.841,0.55,0.739,0.673,0.718,0,0,0.726
2,2001,10,0,0,0.829,0,1.182,0.871,0,1,0.667,0.946,0.869,0.89,0,0,0.87
2,2001,11,0,0,1.029,0,1.555,1.109,0,1.231,1.125,1.237,1.053,1.087,0,0,1.081
2,2001,12,0,0,1.974,0,2.02,2.008,0,2.028,1.4,1.871,1.786,1.719,0,0,1.658
2,2002,1,0,0,2.279,0,2.141,2.197,0,1.744,1.15,2.129,1.942,1.712,0,0,1.562
2,2002,2,0,0,2.668,0,2.666,2.583,0,1.856,1.525,2.588,2.115,1.889,0,0,1.792
2,2002,3,0,0,2.551,0,2.925,2.54,0,2.25,1.45,2.621,2.246,2.165,0,0,1.974
2,2002,4,0,0,2.074,0,2.594,2.034,0,1.979,1.1,2.178,1.912,1.883,0,0,1.702
2,2002,5,0,0,1.287,0,1.693,1.268,0,1.291,0.775,1.398,1.219,1.194,0,0,1.138
2,2002,6,0,0,1.021,0,1.358,1.013,0,1.009,0.625,1.134,0.966,0.94,0,0,0.905
2,2002,7,0,0,0.834,0,1.034,0.798,0,0.75,0.6,0.903,0.737,0.695,0,0,0.679
2,2002,8,0,0,0.752,0,0.919,0.741,0,0.75,0.55,0.827,0.71,0.665,0,0,0.679
2,2002,9,0,0,0.56,0,0.818,0.646,0,0.731,0.6,0.677,0.635,0.674,0,0,0.715
2,2002,10,0,0,0.674,0,1,0.754,0,0.825,0.633,0.812,0.706,0.752,0,0,0.784
2,2002,11,0,0,0.95,0,1.555,1.063,0,1.059,0.9,1.235,0.909,0.939,0,0,0.93
2,2002,12,0,0,1.463,0,2.032,1.599,0,1.516,1.35,1.712,1.354,1.326,0,0,1.206
2,2003,1,0,0,2.54,0,3.116,2.728,0,2.375,1.95,2.7,2.22,2.137,0,0,2.008
2,2003,2,0,0,2.813,0,2.828,2.656,0,2.181,1.9,2.658,2.149,2.099,0,0,1.83
2,2003,3,0,0,3.061,0,3.219,3.038,0,2.344,2.125,3.143,2.477,2.36,0,0,2.058
2,2003,4,0,0,2.688,0,3.148,2.724,0,2.112,1.633,2.82,2.175,2.046,0,0,1.849
2,2003,5,0,0,1.838,0,2.233,1.829,0,1.487,0.95,1.915,1.5,1.431,0,0,1.283
2,2003,6,0,0,1.431,0,1.72,1.373,0,1.116,0.775,1.461,1.112,1.076,0,0,1.009
2,2003,7,0,0,1.158,0,1.447,1.111,0,0.953,0.65,1.213,0.921,0.91,0,0,0.834
2,2003,8,0,0,0.924,0,1.19,0.879,0,0.762,0.475,1.013,0.732,0.701,0,0,0.683
2,2003,9,0,0,0.77,0,0.944,0.74,0,0.75,0.65,0.842,0.695,0.645,0,0,0.719
2,2003,10,0,0,0.649,0,0.927,0.678,0,0.85,0.6,0.748,0.693,0.767,0,0,0.792
2,2003,11,0,0,0.903,0,1.424,0.912,0,1.138,0.85,1.096,0.916,0.986,0,0,1.009
2,2003,12,0,0,1.29,0,1.7,1.303,0,1.234,0.975,1.411,1.125,1.107,0,0,1.067
2,2004,1,0,0,2.419,0,2.542,2.391,0,1.938,1.675,2.41,1.86,1.696,0,0,1.641
2,2004,2,0,0,2.954,0,3.165,3.005,0,2.5,2,3.002,2.473,2.35,0,0,2.168
2,2004,3,0,0,3.017,0,3.431,3.114,0,2.3,1.95,3.162,2.428,2.315,0,0,2.119
2,2004,4,0,0,2.431,0,2.77,2.472,0,1.962,1.4,2.511,2.012,1.943,0,0,1.739
2,2004,5,0,0,1.846,0,2.132,1.805,0,1.517,0.967,1.846,1.507,1.414,0,0,1.353
2,2004,6,0,0,1.471,0,1.738,1.408,0,1.231,0.75,1.479,1.196,1.152,0,0,1.087
2,2004,7,0,0,1.126,0,1.365,1.07,0,0.959,0.65,1.157,0.925,0.886,0,0,0.865
2,2004,8,0,0,0.825,0,1.168,0.856,0,0.806,0.55,0.933,0.73,0.671,0,0,0.758
2,2004,9,0,0,0.718,0,0.983,0.785,0,0.797,0.625,0.829,0.723,0.699,0,0,0.751
2,2004,10,0,0,0.803,0,1.081,0.827,0,0.897,0.775,0.928,0.803,0.756,0,0,0.797
2,2004,11,0,0,1.37,0,1.963,1.468,0,1.492,1.167,1.615,1.314,1.256,0,0,1.267
2,2004,12,0,0,2.202,0,2.633,2.333,0,1.938,1.45,2.4,1.888,1.758,0,0,1.66
2,2005,1,0,0,2.365,0,2.513,2.457,0,1.781,1.75,2.452,2.015,1.836,0,0,1.734
2,2005,2,0,0,2.346,0,2.712,2.456,0,1.856,1.7,2.495,1.918,1.786,0,0,1.694
2,2005,3,0,0,2.034,0,2.653,2.09,0,1.853,1.325,2.248,1.775,1.706,0,0,1.685
2,2005,4,0,0,1.357,0,1.991,1.396,0,1.354,0.9,1.608,1.261,1.219,0,0,1.212
2,2005,5,0,0,1.044,0,1.444,1.023,0,0.981,0.7,1.181,0.945,0.92,0,0,0.917
2,2005,6,0,0,0.813,0,1.14,0.784,0,0.825,0.7,0.911,0.719,0.755,0,0,0.774
2,2005,7,0,0,0.712,0,0.981,0.702,0,0.738,0.6,0.802,0.593,0.612,0,0,0.69
2,2005,8,0,0,0.628,0,0.841,0.663,0,0.675,0.6,0.714,0.575,0.594,0,0,0.658
2,2005,9,0,0,0.565,0,0.734,0.628,0,0.694,0.6,0.676,0.603,0.594,0,0,0.613
2,2005,10,0,0,0.633,0,0.905,0.697,0,0.729,0.7,0.798,0.64,0.649,0,0,0.64
2,2005,11,0,0,0.979,0,1.514,1.004,0,0.941,0.975,1.222,0.824,0.805,0,0,0.843
2,2005,12,0,0,1.662,0,2.114,1.661,0,1.441,1.175,1.735,1.324,1.204,0,0,1.276
2,2006,1,0,0,2.373,0,2.4,2.485,0,2.378,1.8,2.275,2.232,2.205,0,0,1.96
2,2006,2,0,0,2.865,0,2.843,2.92,0,2.575,2.15,2.691,2.504,2.496,0,0,2.228
2,2006,3,0,0,2.94,0,3.138,2.987,0,2.078,2.1,2.84,2.253,2.117,0,0,1.871
2,2006,4,0,0,2.617,0,3.007,2.628,0,1.992,1.567,2.637,2.049,1.965,0,0,1.816
2,2006,5,0,0,1.76,0,2.09,1.726,0,1.447,1,1.775,1.419,1.389,0,0,1.308
2,2006,6,0,0,1.369,0,1.607,1.318,0,1.131,0.8,1.355,1.089,1.05,0,0,0.992
2,2006,7,0,0,1.061,0,1.296,1.026,0,0.919,0.65,1.078,0.86,0.824,0,0,0.816
2,2006,8,0,0,0.888,0,1.092,0.853,0,0.797,0.55,0.939,0.765,0.707,0,0,0.721
2,2006,9,0,0,0.801,0,0.934,0.781,0,0.778,0.6,0.846,0.742,0.675,0,0,0.719
2,2006,10,0,0,0.833,0,0.954,0.844,0,0.85,0.7,0.893,0.823,0.773,0,0,0.8
2,2006,11,0,0,1.01,0,1.332,1.047,0,1.091,0.95,1.15,1.004,1.017,0,0,0.999
2,2006,12,0,0,1.809,0,2.204,1.787,0,1.606,1.375,1.861,1.553,1.477,0,0,1.431
3,2000,1,0,0,2.74,0,3.086,2.855,0,2.472,2.443,2.906,2.362,2.037,0,0,2.082
3,2000,2,0,0,2.306,0,2.439,2.387,0,2.294,2.327,2.447,2.15,1.837,0,0,1.786
3,2000,3,0,0,2.736,0,2.943,2.857,0,2.715,2.534,2.985,2.544,2.313,0,0,2.114
3,2000,4,0,0,2.6,0,2.88,2.62,0,2.346,2.4,2.719,2.277,2.075,0,0,2.064
3,2000,5,0,0,1.862,0,2.095,1.823,0,1.624,1.621,1.853,1.55,1.483,0,0,1.507
3,2000,6,0,0,1.369,0,1.581,1.328,0,1.159,1.15,1.329,1.119,1.2,0,0,1.124
3,2000,7,0,0,1.107,0,1.25,1.01,0,0.879,0.877,0.978,0.863,0.887,0,0,0.874
3,2000,8,0,0,0.961,0,1.132,0.89,0,0.791,0.841,0.851,0.81,0.887,0,0,0.855
3,2000,9,0,0,0.813,0,0.968,0.788,0,0.724,0.716,0.754,0.716,0.8,0,0,0.887
3,2000,10,0,0,0.881,0,1.071,0.848,0,0.719,0.709,0.814,0.754,0.862,0,0,1.005
3,2000,11,0,0,1.867,0,2.485,1.993,0,1.636,1.536,2.095,1.64,2.05,0,0,2.167
3,2000,12,0,0,3.141,0,3.343,3.352,0,2.969,2.702,3.367,2.744,2.688,0,0,2.669
3,2001,1,0,0,2.93,0,3.272,3.265,0,2.853,2.77,3.354,2.681,2.338,0,0,2.285
3,2001,2,0,0,2.91,0,3.3,3.26,0,2.947,2.957,3.332,2.77,2.5,0,0,2.324
3,2001,3,0,0,2.659,0,2.78,2.79,0,2.47,2.575,2.882,2.386,2.313,0,0,2.186
3,2001,4,0,0,2.331,0,2.754,2.304,0,2.157,2.039,2.535,1.991,2.133,0,0,1.804
3,2001,5,0,0,1.597,0,1.868,1.526,0,1.307,1.266,1.615,1.269,1.337,0,0,1.226
3,2001,6,0,0,1.145,0,1.358,1.053,0,0.908,0.882,1.084,0.885,0.925,0,0,0.882
3,2001,7,0,0,0.895,0,1.125,0.87,0,0.75,0.78,0.863,0.719,0.813,0,0,0.745
3,2001,8,0,0,0.761,0,0.961,0.739,0,0.619,0.67,0.71,0.647,0.7,0,0,0.682
3,2001,9,0,0,0.688,0,0.902,0.716,0,0.648,0.5,0.701,0.687,0.8,0,0,0.795
3,2001,10,0,0,0.954,0,1.175,0.922,0,0.818,0.739,0.907,0.851,0.933,0,0,1.015
3,2001,11,0,0,1.187,0,1.542,1.21,0,1.055,0.911,1.167,1.113,1.237,0,0,1.44
3,2001,12,0,0,1.858,0,2.095,1.862,0,1.379,1.148,1.7,1.466,1.813,0,0,1.929
3,2002,1,0,0,2.152,0,2.266,1.902,0,1.568,1.682,1.864,1.644,1.288,0,0,1.462
3,2002,2,0,0,2.228,0,2.499,2.283,0,2.231,1.916,2.336,2,1.938,0,0,1.896
3,2002,3,0,0,2.503,0,2.968,2.41,0,2.282,2.18,2.551,2.097,2.088,0,0,2.088
3,2002,4,0,0,2.044,0,2.511,1.893,0,1.797,1.673,2.029,1.646,1.717,0,0,1.769
3,2002,5,0,0,1.288,0,1.596,1.17,0,1.083,1.014,1.18,1.049,1.138,0,0,1.156
3,2002,6,0,0,1.008,0,1.244,0.892,0,0.824,0.818,0.882,0.842,0.875,0,0,0.898
3,2002,7,0,0,0.8,0,0.963,0.717,0,0.67,0.68,0.708,0.665,0.663,0,0,0.735
3,2002,8,0,0,0.773,0,0.912,0.725,0,0.702,0.718,0.704,0.702,0.762,0,0,0.755
3,2002,9,0,0,0.758,0,0.846,0.712,0,0.684,0.618,0.698,0.677,0.762,0,0,0.76
3,2002,10,0,0,0.796,0,0.971,0.786,0,0.75,0.664,0.779,0.754,0.85,0,0,0.884
3,2002,11,0,0,1.09,0,1.442,1.13,0,1.01,0.902,1.094,0.987,1.038,0,0,1.218
3,2002,12,0,0,1.276,0,1.52,1.557,0,1.323,1.327,1.435,1.277,1,0,0,1.41
3,2003,1,0,0,2.592,0,2.996,2.734,0,2.409,2.327,2.784,2.251,2.175,0,0,2.187
3,2003,2,0,0,2.705,0,2.897,2.677,0,2.522,2.432,2.818,2.3,2.063,0,0,2.023
3,2003,3,0,0,3.251,0,3.651,3.199,0,2.909,2.627,3.274,2.776,2.237,0,0,2.555
3,2003,4,0,0,2.801,0,3.339,2.848,0,2.433,2.421,3.009,2.362,2.333,0,0,2.203
3,2003,5,0,0,1.877,0,2.239,1.791,0,1.481,1.466,1.899,1.456,1.487,0,0,1.452
3,2003,6,0,0,1.464,0,1.679,1.332,0,1.036,1.068,1.285,1.039,1.15,0,0,1.049
3,2003,7,0,0,1.184,0,1.378,1.046,0,0.846,0.873,0.999,0.867,0.925,0,0,0.865
3,2003,8,0,0,0.96,0,1.15,0.838,0,0.712,0.716,0.806,0.749,0.763,0,0,0.799
3,2003,9,0,0,0.808,0,0.961,0.743,0,0.709,0.689,0.715,0.712,0.675,0,0,0.799
3,2003,10,0,0,0.836,0,1.026,0.753,0,0.729,0.712,0.758,0.725,0.833,0,0,0.871
3,2003,11,0,0,1.112,0,1.452,1.008,0,0.907,0.827,0.984,0.926,0.938,0,0,1.141
3,2003,12,0,0,1.499,0,1.861,1.505,0,1.372,1.384,1.465,1.416,1.087,0,0,1.634
3,2004,1,0,0,2.444,0,2.696,2.41,0,2.299,1.989,2.479,2.133,2.075,0,0,2.165
3,2004,2,0,0,2.83,0,3.148,2.815,0,2.527,2.445,2.901,2.473,2.45,0,0,2.398
3,2004,3,0,0,3.13,0,3.704,3.194,0,2.862,2.752,3.367,2.752,2.875,0,0,2.659
3,2004,4,0,0,2.588,0,3.012,2.486,0,2.053,1.986,2.595,2.051,2.275,0,0,2.089
3,2004,5,0,0,1.808,0,2.125,1.688,0,1.332,1.355,1.72,1.367,1.533,0,0,1.463
3,2004,6,0,0,1.446,0,1.676,1.309,0,0.974,1.023,1.229,1.038,1.163,0,0,1.132
3,2004,7,0,0,1.101,0,1.294,0.967,0,0.755,0.798,0.907,0.809,0.938,0,0,0.912
3,2004,8,0,0,0.903,0,1.098,0.822,0,0.681,0.698,0.776,0.716,0.738,0,0,0.795
3,2004,9,0,0,0.76,0,0.897,0.748,0,0.683,0.68,0.716,0.726,0.712,0,0,0.853
3,2004,10,0,0,0.845,0,0.996,0.783,0,0.759,0.705,0.787,0.772,0.737,0,0,0.877
3,2004,11,0,0,1.362,0,1.728,1.246,0,1.128,0.906,1.217,1.11,1.367,0,0,1.335
3,2004,12,0,0,2.215,0,2.446,2.11,0,1.998,1.718,2.232,1.902,2.05,0,0,1.81
3,2005,1,0,0,2.209,0,2.552,2.436,0,2.281,2.043,2.394,2.19,2.125,0,0,1.927
3,2005,2,0,0,2.405,0,2.853,2.373,0,2.197,2.402,2.418,2.147,2.388,0,0,1.899
3,2005,3,0,0,2.241,0,2.714,2.13,0,1.991,1.818,2.342,1.916,2.012,0,0,1.941
3,2005,4,0,0,1.584,0,2.039,1.46,0,1.363,1.27,1.594,1.332,1.533,0,0,1.45
3,2005,5,0,0,1.12,0,1.445,1.013,0,0.906,0.927,1.037,0.93,1.063,0,0,1.066
3,2005,6,0,0,0.859,0,1.134,0.793,0,0.721,0.795,0.795,0.752,0.825,0,0,0.88
3,2005,7,0,0,0.757,0,0.953,0.711,0,0.637,0.68,0.686,0.644,0.712,0,0,0.721
3,2005,8,0,0,0.717,0,0.822,0.667,0,0.61,0.645,0.634,0.622,0.637,0,0,0.689
3,2005,9,0,0,0.674,0,0.747,0.66,0,0.621,0.643,0.644,0.635,0.6,0,0,0.696
3,2005,10,0,0,0.774,0,0.852,0.734,0,0.743,0.776,0.722,0.743,0.667,0,0,0.741
3,2005,11,0,0,1.192,0,1.492,1.093,0,1.026,1.07,1.072,1.045,0.913,0,0,1.077
3,2005,12,0,0,1.655,0,2.172,1.54,0,1.29,1.261,1.619,1.333,1.275,0,0,1.496
3,2006,1,0,0,2.328,0,2.928,2.426,0,1.958,1.632,2.393,1.948,2.15,0,0,2.309
3,2006,2,0,0,2.954,0,3.229,2.958,0,2.657,2.559,2.84,2.595,2.4,0,0,2.613
3,2006,3,0,0,2.963,0,3.302,2.877,0,2.516,2.42,3.019,2.39,2.263,0,0,2.43
3,2006,4,0,0,2.743,0,3.139,2.665,0,2.329,2.182,2.833,2.191,2.2,0,0,2.107
3,2006,5,0,0,1.813,0,2.154,1.71,0,1.489,1.43,1.843,1.422,1.475,0,0,1.449
3,2006,6,0,0,1.379,0,1.578,1.282,0,1.118,1.091,1.264,1.086,1.112,0,0,1.096
3,2006,7,0,0,1.051,0,1.217,0.968,0,0.859,0.832,0.935,0.849,0.925,0,0,0.905
3,2006,8,0,0,0.829,0,0.983,0.778,0,0.675,0.689,0.756,0.69,0.775,0,0,0.787
3,2006,9,0,0,0.716,0,0.882,0.723,0,0.656,0.65,0.715,0.684,0.75,0,0,0.807
3,2006,10,0,0,0.751,0,0.927,0.752,0,0.696,0.697,0.752,0.724,0.817,0,0,0.85
